id,title,director,writer,actors,score,style1,style2,style3,country,language,release_date,running_time,Introduction,img
2854,绿光,埃里克·侯麦,埃里克·侯麦,玛丽·里维埃  罗赛特  碧翠丝·罗曼德  艾琳.申科布莱恩,8.1,剧情,爱情,,法国,法语,,98,夏天快要来临的时候，巴黎女子戴尔芬（玛丽·瑞莱MarieRivière饰）却陷入了忧伤与烦闷中。刚刚和前男友结束恋爱关系，本来约好与她一同度假的女友也放了她鸽子。尽管其它许多好心的亲友邀请她一同度假，但是她却一一拒绝了。每个人都有了自己的度假计划，只有她看似要独身一人困在巴黎过冗长的夏天。她寻寻觅觅，终日游荡在各处，希望能够找到自己的情人，但是所遇之人皆不能触动她心。在马赛海边，她听说了关于绿光的传说：谁能看到绿光，谁就能得到幸福。落寞的她打算返回巴黎，在车站，一个男子对着正在阅读小说《白痴》的她微笑，戴尔芬似乎觉察到了什么，她主动邀请男子去海边看日落。在灿烂的光辉中，男子对她表白，而她却固执地等到绿光才给出答案。  本片获得第43届威尼斯电影节金狮奖。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2178171016.jpg
2855,爱在罗马,伍迪·艾伦,伍迪·艾伦,杰西·艾森伯格  艾伦·佩吉  佩内洛普·克鲁兹  亚历克·鲍德温  罗伯托·贝尼尼,7.6,喜剧,爱情,,美国 ,英语 ,2012,112,美国游客Hayley（艾丽森·皮尔AlisonPill饰）在意大利旅行的时候，和意大利男子Michelangelo（弗拉维奥·帕伦蒂FlavioParenti饰）坠入爱河，迅速订婚。Hayley的父母也从美国来到意大利和Michelangelo一家见面。Hayley的父亲Jerry（伍迪·艾伦WoodyAllen饰）是一个退休的歌剧经纪人，他惊讶地发现Michelangelo父亲Giancarlo的歌剧才华，千方百计想把他推向市场......AntonioandMilly（亚历桑德拉·马斯特罗兰迪AlessandraMastronardi饰）是一对新婚夫妇，从家乡来到罗马要开始新生活，Milly独自外出时却把手机弄丢了，找不到回去的路，更遇上了电影明星LucaSalta；而在酒店的Antonio则遇上了妓女Anna（佩妮洛普·克鲁兹PenélopeCruz饰），闹出了不少笑话......John（亚历克·鲍德温AlecBaldwin饰）回到了熟悉的意大利，认识了学建筑的学生Jack（杰西·艾森伯格JesseEisenberg饰），Jack正对他的女朋友的好友Monica（艾伦·佩吉EllenPage饰）想入非非......一个普通的小职员Leopoldo（罗伯托·贝尼尼RobertoBenigni饰）一早醒来竟发现自己成了名人......在伦敦、巴塞罗那、巴黎之后，伍迪·艾伦又来到罗马，为您讲述发生在罗马的有趣故事。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1502513719.jpg
2856,破事儿,彭浩翔,彭浩翔,陈冠希  钟欣潼  邓丽欣  余文乐  陈逸宁,7.5,喜剧,,,中国香港,粤语 ,2007,91,彭浩翔用试图他的“破事儿”去解释现代人生活中的困惑或出路。  功德心  Jason（陈冠希饰）在酒吧向美女Shirley（郑融饰）搭讪时说，他其实很有公德心。因为每次小便时他都会用小便顺便将厕所内的粪便残迹冲走，实在帮了清洁工人一个大忙。  做节  阿富（陈奕迅饰）和慧英（陈逸宁饰）相识一个月后开始同居，令阿富万万没想到的是慧英竟然不赞同婚前性行为。这让每晚和慧英睡在一起的阿富备受煎熬。终于，在一个圣诞节，他和慧英用另一种方式解决了问题。  增值  阿泽（杜汶泽饰）经常在明哥的介绍下到酒店去嫖娼，至于明哥是谁，他见都没见过。一次，阿泽经明哥介绍去酒店和一名上海来的女孩（张铮饰）开房，完事后，那女孩请阿泽帮她充值电话卡，只因她听不懂粤语。随后，阿泽来到了女孩常去的宾馆对面的面店吃面，他忽然记挂起那一位来港谋生的上海女孩。  尊尼达  黄生（金培达饰）是杀手集团的VIP，一次，杀手集团送给了他一张礼券，凭券可免费杀一人，不过免费杀的那个人他们会派杀手学员去杀，以达到实践目的。乐仔（余文乐饰）就是其中一名学员，他被派去谋杀保龄球场经理。关键时刻，乐仔的收工时间到了。  大头阿慧  学生阿琪（邓丽欣饰）和大头阿慧（钟欣桐饰）是好朋友。车房修理工飞鹰（麦浚龙饰）追求阿慧，阿慧问阿琪意见，阿琪随口就说好，因为她想阿慧拍拖后不会再经常烦她。阿慧就真的拍拖了。随后，阿慧有了飞鹰的孩子，本想向阿琪借钱打掉，阿琪因为要存钱和男友去旅游，就叫阿慧和飞鹰结婚吧。阿慧就真的结婚了。随后阿琪也有了孩子，她的男友不顾而去，剩低阿琪一人做未婚妈妈。而飞鹰和阿慧结婚后，事业青云直上。阿慧成了最幸福的女人。  德雅星  杂志社员工的阿池（关智斌饰）为了讨女友德雅欢心，向杂志社编辑（谭耀文饰）说谎，把一颗星体的命名权送给了她，自此这颗星正式命名为德雅星。后来移民到德雅星上的居民，为了这个命名，总带著一份宗教性质的原罪感。彷佛这个星球的名字，跟他们的生活空间一样，是透过欺骗而得来的。  不可抗力  陈教授（陈辉虹饰）和太太（田蕊妮饰）一直过着幸福的生活。最近二人因生活琐事而发生争吵，关系变差。於是他们决定去看心理医生（林海峰饰），解开夫妻关系中的困惑。最后二人发现，即使朝夕相对，彼此间却暗藏着一条很深的鸿沟。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p486597029.jpg
2857,铁拳,安东尼·福奎阿,科特·萨特,杰克·吉伦哈尔  福里斯特·惠特克  瑞秋·麦克亚当斯  乌娜·劳伦斯  50分,7.4,剧情,动作,运动,美国 ,英语,2016,123,曾经，比利（杰克·吉伦哈尔JakeGyllenhaal饰）凭借着他凶猛冷酷的左拳享誉拳坛，一时之间无人能敌，是当之无愧的拳王。然而，一场意外的发生让比利失去了挚爱的妻子莫林（瑞秋·麦克亚当斯RachelMcAdams饰），这场悲剧彻底打垮了比利，他开始自暴自弃，不仅放弃了事业，甚至开始酗酒吸毒，因此，他被剥夺了女儿蕾拉（奥娜·劳伦斯OonaLaurence饰）的抚养权，蕾拉被送入了福利机构。  女儿的离去让比利渐渐清醒了过来，他对自己糟糕的现状失望透顶，决定痛改前非。比利希望能够重新站在拳击擂台之上，他找到了教练威尔斯（福里斯特·惠特克ForestWhitaker饰），希望他能够帮助自己，夺回失去的一切。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2376693720.jpg
2858,八星报喜,杜琪峰,黄百鸣,周润发  黄百鸣  张学友  钟楚红  郑裕玲,7.4,喜剧,,,中国香港,粤语,1988,91,方家老大方剑辉（黄百鸣饰）是一名烹饪主持人，成熟稳重的他对两名弟弟多般照顾，因此到三十岁都没有女朋友；老二方剑郎（周润发饰）是个娘娘腔的花花公子，纵使有空姐女友天红（郑裕玲饰），但他仍周旋与众多女友之间，后来更认识美艳的Beautiful（钟楚红饰）后引发了一段感情纠纷，郎最终还是浪子回头；小弟方剑笙（张学友饰）是个单纯害羞的漫画家，偶然遇上了活泼少女莹莹（袁洁莹饰）后发展了一段纯洁的爱情。  一次偶然的电话故障，也让方剑辉认识离婚妇人吴芬芳（冯宝宝饰），两人发展顺利，但却因为帮忙弟弟剑郎掩盖风流债，让芬芳误以为剑辉是个勾三搭四的人，众人决定帮剑辉挽回即将失去的爱情……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2167152345.jpg
2859,妈妈的朋友：她的性感告白,???,,,6.7,剧情,,,韩国,韩语,2017,69,"????????????????????????????????.  ??????????????????.  ???,???????????????????  ??????????????????????,  ???????????.  ???????????????????????,  ???????????????????.  ?????????????  ???????????????????????...",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2520139186.jpg
2860,狼犬丹尼,路易斯·莱特里尔,吕克·贝松,李连杰  摩根·弗里曼  鲍勃·霍斯金斯  凯瑞·康顿  文森特·里根,6.3,剧情,动作,犯罪,法国 ,英语,2005,103,高利贷商人巴特（BobHoskins饰）在丹尼（李连杰饰）四岁时将他收留，从此用训练猛兽的方式让丹尼成为自己忠实的“狼犬”。巴特日常的工作是带领自己的手下与丹尼四处收账，如有任何人胆敢暴力反抗，巴特就放开丹尼颈上的项圈——那是进攻的信号，让后者用蛮横凶残的招式击溃对方。每次任务结束，丹尼都被送回阴暗的地下铁笼。  某次打斗中，丹尼偶遇盲调音师山姆（MorganFreeman饰），并为钢琴所深深吸引以致忘记了巴特的任务。盛怒的巴特将丹尼送上以死亡为终结的地下拳场，赚取了更多的利润，在离开拳场的路上巴特一伙遭仇家埋伏，丹尼幸免于难，被山姆一家收留。在山姆家里丹尼体味到缺失的亲情，逐渐找回了自身的人性一面，并开始学习弹奏钢琴。巴特等人经过治疗后痊愈，再次将丹尼拉回到拳场，然而丹尼已不再愿意杀人，无意中又发现了当年自己母亲遇害的真相，丹尼与巴特一伙的决战在所难免……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p863446952.jpg
2861,沃伦,沃伊切赫·斯玛若夫斯基,沃伊切赫·斯玛若夫斯基,米卡丽娜·拉巴克斯  阿尔卡迪乌什·雅库比克  沃西尔·沃西尔利克  阿德里安·扎仁巴  伊莎贝拉·库纳,8.3,剧情,历史,战争,波兰,乌克兰语 ,2016,150,"生活在Volhynia的波兰女孩Zosia,爱上了一个乌克兰男孩，但是她的父母决定让她嫁给一个波兰鳏夫。不久，二战爆发，局势紧张，身处战乱中的Zosia，为了生存必须竭尽全力",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434368213.jpg
2862,孩子王,陈凯歌,陈凯歌,谢园  杨学文  陈绍华  张彩梅  徐国庆,8.1,剧情,,,中国大陆,汉语普通话,,106,文化大革命期间，插队七年的知青老杆（谢园饰）被抽到云贵山区的某简陋小学担任老师，知青伙伴高兴地称他为“孩子王”。但那里师资奇缺，教材稀少，学校分配他教初三，令他吃惊不小。老杆苦恼于学校的政治学习材料多如牛毛，批判文章学了一篇又一篇，但孩子们连小学课本上的生字都不认得，老杆感慨万端，只得从头教起。  几个月过去老杆和学生们相处得很好，家境贫寒的学生王福很想得到他手中的字典。在一次布置作文时，他以字典做赌注，今天就能写出记叙明天劳动的作文。结果王福输了，字典得不到了，他决心把字典全部抄下来。  然而老杆最终还是被退回队里。临走，他把唯一的一本字典留给王福……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2243809766.jpg
2863,怒,李相日,吉田修一,渡边谦  森山未来  松山研一  绫野刚  广濑铃,7.7,剧情,爱情,悬疑,日本,日语 ,2016,142,炎炎夏日，东京八王子郊外社区，一对夫妇惨遭杀害。事后凶手用血在墙上写下大大的“怒”字，随后逃亡，销声匿迹长达一年之久。而在此期间，三个身份不明的男子和身边的人相遇了。曾自甘堕落的爱子（宫崎葵饰）被父亲（渡边谦饰）领回海滨小镇，邂逅了不善言辞的哲也（松山研一饰）。在东京工作的同性恋优马（妻夫木聪饰）将柔情似水的直人（绫野刚饰）带回了家，他不相信对方，却又尝试去相信。随母亲搬到冲绳的小泉（广濑铃饰）跟着同学辰哉（佐久本宝饰）登上一座荒岛，在废墟中遇到了背包客田中（森山未来饰），他们短暂成为朋友，而可怕的命运突然降临泉的头上。不久之后，通缉令遍布全国，三个男子的真实身份引人生疑……  本片根据吉田修一的同名原作改编。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2399174377.jpg
2864,方形,鲁本·奥斯特伦德,鲁本·奥斯特伦德,克拉斯·邦  伊丽莎白·莫斯  多米尼克·韦斯特  泰瑞·诺塔里  克里斯托弗·莱索,7.7,喜剧,,,瑞典 ,英语 ,2017,151,克里斯蒂安（克拉斯·邦ClaesBang饰）和妻子离婚后，带着小女儿（LilianneMardon饰）开始了全新的生活。克里斯蒂安在一间艺术馆里担任策展人的职位，最近，他正在筹划一项名为“方形”的装置展览，希望宣扬一种人人平等互助的积极向上的理念。  一场意外中，克里斯蒂安的手机被偷了，通过GPS定位，克里斯蒂安找到了偷手机的小偷所居住的公寓，深夜里，克里斯蒂安向该大楼的每一户居民家的门缝里塞进了一张指控书，哪知道这不经思考的举动，为他惹出了大麻烦。为了宣传展览，克里斯蒂安找来了传媒公关公司的代理人，哪知道这两个不靠谱的男人，很快就将这个展览搅成了一锅粥。祸不单行，克里斯蒂安和女记者安妮（伊丽莎白·莫斯ElisabethMoss饰）之间的一段露水情缘让安妮对他展开了猛烈的攻势。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2495377597.jpg
2865,冒牌家庭,罗森·马歇尔·瑟伯,鲍勃·费希尔,詹妮弗·安妮斯顿  杰森·苏戴奇斯  威尔·保尔特  艾玛·罗伯茨  艾德·赫尔姆斯,7.4,喜剧,,,美国,英语,2013,110,David（杰森·苏戴奇斯JasonSudeikis饰）是丹佛的毒贩子，生活过得有滋有味。一个夜里，和David住在同一个公寓的十八岁男孩Kenny（威尔·保尔特WillPoulter饰）看见一个流浪女孩正被人勒索，便出手相助。David不忍心看到Kenny被小混混们欺负，也加入战局，无奈寡不敌众，救人不成反而全副身家被抢走。原本已负债累累的David只能接受他的老板交给他的一个任务——去墨西哥运一批大麻回美国。为了掩人耳目，David找来同住同一座公寓的脱衣女郎Rose（詹妮弗·安妮斯顿JenniferAniston饰）、Kenny还有那个流浪女孩Casey（艾玛·罗伯茨EmmaRoberts饰）假冒米勒一家，开着一辆房车直奔墨西哥而去。这冒牌家庭在一路上历经艰辛，能否顺利将毒品运输回国？,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1996365758.jpg
2866,甜心先生,卡梅伦·克罗,卡梅伦·克罗,汤姆·克鲁斯  小库珀·古丁  蕾妮·齐薇格  凯利·普雷斯顿  杰瑞·奥康奈尔,7.4,剧情,喜剧,爱情,美国,英语 ,1996,139,杰里（汤姆·克鲁斯TomCruise饰）待人和善，仪表不凡，是个出色的体育界经纪人。也许连天都妒嫉这个完美的男人，决定给他一个打击，杰里因为一篇流畅出色的发言稿而招来上司不满，导致被炒鱿鱼。漂亮女友离他而去，职业前景也陷入一片迷茫，从巅峰跌入谷底的杰克在临走前奋起疾呼，动员同事们跟他离开公司一起创业。结果，杰克只带走了一条鱼，还有愿意和他干一番事业的会计多萝西（芮妮·齐薇格RenéeZellweger饰）。  现在，杰克的客户只剩下一名二流的黑人橄榄球员罗德（小库珀·古丁CubaGoodingJr饰）。万事开头难，杰克和多萝西还没有完全搞清楚要如何开始创业生涯。看来，要想迎来事业的第二春，杰克还要狠狠摸爬滚打一番；也正是在逆境中，他得以实践自己的职业信念，并寻获一生中的最爱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p494586571.jpg
