id,title,director,writer,actors,score,style1,style2,style3,country,language,release_date,running_time,Introduction,img
2827,这时对那时错,洪常秀,洪常秀,郑在咏  金敏喜  尹汝贞  纪柱峰  崔华静,7.5,剧情,,,韩国,韩语,2015,121,洪尚秀执导的新片《现在对那时错》于日前被韩国影像等级委员会判定为19禁，即19岁以下青少年不可观看等级。  影等委方面表示：“影片在性和暴力等方面符合社会普遍允许的水准，不过电影导演和女画家邂逅之后的微妙感情，从理解困难的角度来说，还是避免青少年观看。”  该片讲述的是电影导演韩千秀（郑在泳饰演）某一天偶然遇见了女画家尹熙正（金珉禧饰演），于是一起吃晚饭，展开了一系列的故事。除了郑在泳、金珉禧之外，还有尹汝贞、奇周峯、崔化精（曾译：崔华静）、刘俊相、徐英花、高我星（曾译：高雅星）等出演，演员阵容令人非常期待。  该片在首尔和水源等地取景拍摄，已于今年2月杀青，并亮相5月的戛纳国际电影节电影市场。  洪尚秀导演特别要求韩文片名没有空格，也令人好奇导演的用意。该片将于今年下半年在韩国上映。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264531221.jpg
2828,神秘拼图,菲利普·诺伊斯,杰瑞米·拉科恩,丹泽尔·华盛顿  安吉丽娜·朱莉  奎恩·拉提法  迈克尔·鲁克  迈克·麦格隆,7.4,剧情,悬疑,犯罪,美国,英语,,118,林肯（丹泽尔?华盛顿饰）因为公务导致全身瘫痪，他曾是享誉一时的侦探，破案无数，但自从他瘫痪后他便把自己封闭起来。这次，他因为一宗神秘的杀人案，受到了纽约警察的邀请帮忙，刚开始林肯是拒绝邀请的，但看到案情后便对此案产生了情绪。  纽约最近发生了神秘的碎尸案，凶手还故意留下证据挑战警方。巡逻警艾米利亚（安吉丽娜?茱莉饰）在最后一次巡逻中发现了一具被肢解的尸体，可是当她做出一系列大胆的推测的时候，同僚们都不愿理她，认为她不过是名籍籍无名的巡警。  可是艾米利亚的敏感与勇敢受到了林肯的赏识，他要求与这名新手一起突破案件。两人出奇的合作愉快，终于了解到了杀手是有暴力倾向的，而且杀人前都会周密的安排。经过他们的默契又能否成功捉拿变态杀人犯呢？,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2222701213.jpg
2829,死亡幻觉,理查德·凯利,理查德·凯利,杰克·吉伦哈尔  霍尔姆斯·奥斯本  玛吉·吉伦哈尔  黛维·切斯  玛丽·麦克唐纳,7.3,科幻,惊悚,,美国,英语,2001,113,丹尼?达可（杰克?盖伦霍尔饰）患有精神疾病，某天晚上他受到莫名的召唤，梦游，也因此逃避了一架飞机坠落在他房间天花板上，这样匪夷所思的事故。  自此以后，他的生活就发生了变化，频频出现幻觉，他时常看见一个兔人弗兰克，后者告诉他世界将在28天6小时48分12秒以后毁灭；他得到了一本书，《时空旅行奥义书》，对书中提到的时空旅行、离线宇宙产生了强烈的好奇。  随着世界末日的临近，杰克的生活越来约诡异，他新认识的女朋友和家人也被卷了进去。看来，杰克想实现拯救世界的愿望，需要付出更多的代价。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p584631847.jpg
2830,美人鱼,伊丽莎白·艾伦,John Quaintance,艾玛·罗伯茨  乔安娜?利维斯克  萨拉·帕克斯顿  杰克·麦克道曼  阿莉尔·凯贝尔,6.6,喜剧,爱情,家庭,美国 ,英语,2006,104,少女克莱尔（艾玛·罗伯茨EmmaRoberts饰）和海莉（乔安娜·利维斯克Joanna'JoJo'Levesque饰）是一对靓丽活泼的好友。海莉的母亲是海洋生物学家，她开学之后就要随同家人离开美国前往澳洲。两个好姊妹的即将天各一方，她们趁着这个暑假来到海滩上尽情游玩，心里盼望着一起的日子可以长些，再长些。在这里，她们碰到了一件怪事：一条传说中的美人鱼阿夸玛（萨拉·帕克斯顿SaraPaxton饰）闯进了她们的生活。  原来，阿夸玛顺着洋流来到这里，是为了在三天内找到人间真爱。否则，她将被迫嫁给一个不爱的人。而潜水救生员雷蒙德（杰克·麦克道曼JakeMcDorman饰），正是她心中的白马王子。阿夸玛请教克莱尔和海莉，如何才能赢得王子的心。然而，情窦初开的两个姊妹，心中也对雷蒙德这个帅哥心旷神怡，加上风骚的情敌赛西莉亚（阿莉尔·凯贝尔ArielleKebbel饰）的干扰，这个夏天的海滩就要好戏连连了。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p590239433.jpg
2831,特务迷城,陈德森,岸西,成龙  金玟  曾志伟  张达明  孙佳君,6.6,喜剧,动作,惊悚,中国香港,粤语 ,,108,从小习武的健身器材店营业员小北（成龙）有奇异的预感能力，梦想有天成为特务。凭借预感及身手，小北将打劫银行的劫匪当场逮捕，成为新闻人物，引来私家侦探的注意，怀疑他可能是其韩国客户朴元正失散多年的儿子，决定带他去见朴元正的律师。好奇心驱使，小北决定跟随律师到韩国寻找身世之谜，不想刚与朴元正见面对方就过世。  从美国某周刊女记者福喜（金玫）口中，小北知晓朴氏夫妇本为著名的双重特务，遵循着朴元正的遗言，小北在福喜的帮助下又来到土耳其找到了一笔鉅款，并邂逅了神秘女子咏（徐若瑄）。得意忘形之际，小北开始遭遇一连串莫名其妙的袭击，令他意识到身边早已危机四伏。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1387053792.jpg
2832,触不可及,赵宝刚,高璇,孙红雷  桂纶镁  方中信  徐静蕾  黄磊,5.5,爱情,战争,,中国大陆,汉语普通话,2014,100,抗日战争时期，地下工作者傅经年（孙红雷饰）有着双重特工的身份，他和拍档“影子”（徐静蕾饰）原本要进行最后一次合作，可随着接头人“回声”（黄磊饰）被傅经年上司——中统特务头子纪曾恩（方中信饰）捕获，两人均面临重大威胁。危急关头影子牺牲了自己解救了傅经年，真相被影子收养的义妹宁待（桂纶镁饰）看在眼里，随着深入接触和一系列事件纠葛，宁待与傅经年宿命般地相爱了，可是好景不长，国仇家恨又使两人分离。抗战结束后，纪夫人（蔡少芬饰）给傅经年介绍了好姐妹卢秋漪（蒋勤勤饰），此时此刻宁待又出现了，双重身份、国共两党的纠葛使得傅经年面对近在咫尺的爱情却无法触及，组织上的任务让他面临人生中最艰难的抉择，随着内战的白热化，他该何去何从？  本片是导演赵宝刚的电影处女作，故事时间跨度达70年。融合谍战和爱情元素，诠释了一位地下工作者与一位舞蹈老师的恋情。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2199637691.jpg
2833,HOLD住爱,张琦,张琦,杨幂  刘恺威  周秀娜  王景春  吴岱融,3.5,喜剧,爱情,悬疑,中国大陆,汉语普通话,2012,98,80后小夫妻周静（杨幂饰）和陶小磊（刘恺威饰）闪电离婚后，意外中奖获得三亚蜜月行的机会，二人互不相让，约好到三亚后各自玩耍。一夜宿醉后，陶小磊发现周静遭到绑架，绑匪向他索要巨额赎金。为筹赎金，陶晓磊想尽办法，结果在赌局中输的只剩一条内裤。可实际上，周静似乎并未被绑架，而是迷失在一片热带丛林中，这到底是什么原因？当所有的一切都在向着未知方向发展时，陶晓磊和周静真的被绑架了！意外重遇的两人发现，这一切仿佛都被人掌控，种种蹊跷背后还隐藏着更大的阴谋……  这一刻，生与死，亲情和爱情，都在戏谑中面临着最严峻、最真实的考验。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1669766073.jpg
2834,东北往事之破马张飞,郭大雷,郭大雷,贾乃亮  马丽  王迅  梁超  于洋,3.5,喜剧,动作,,中国大陆,汉语普通话,2017,99,讲述了几个性格迥异的东北青年，无意落入了香港反派的圈套，而后用离间计、苦肉计、连环计等一系列套路，与其斗智斗勇的爆笑喜剧故事。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2413341026.jpg
2835,婚姻生活,英格玛·伯格曼,英格玛·伯格曼,丽芙·乌曼  厄兰·约瑟夫森  古内尔·林德布洛姆  毕比·安德松  Wenche Foss,9,剧情,爱情,,瑞典,瑞典语,1973,169,律师玛丽安（丽芙?乌曼LivUllmann饰）与精神学讲师约翰（厄兰?约瑟夫森ErlandJosephson饰）结婚十余载，育有两名女儿，生活幸福平稳。朋友皮特（金?玛思索JanMalmsj?饰）与卡特里娜（毕比?安德森BibiAndersson饰）的婚姻生活却濒于解体。感慨万千的玛丽安发现自己怀孕，没曾想约翰竟倾向于打胎。有一天约翰突然向玛丽安提出自己爱上了一名叫宝拉的女子，二人痛苦分居。在协议离婚的过程中，二人的愤懑不满纷纷爆发，直到多年后，玛丽安与约翰才终于体会到爱情是什么。  电视版本分六集，295分钟；电影版168分钟，获1975年金球奖最佳外语片奖，丽芙?乌曼提名金球奖及英国电影电视艺术学院奖最佳女主角。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2037298187.jpg
2836,辣手神探,吴宇森,黄炳耀,周润发  梁朝伟  毛舜筠  陈欣健  黄秋生,7.9,剧情,动作,惊悚,中国香港,粤语,,128,袁浩云（周润发饰）是警署侦探，为人正直但行事火爆。他的好友在一次捕匪行动中不幸遇难，令他更加急于报仇。袁正侦探一桩非法军火集团的重案，但为了案件侦破顺利，袁的上司决定让他不再负责此案。此时，袁的女友也离他而去，并对他的敌人产生了感情。这个敌人，正是军火集团里面的头号马仔江浪（梁朝伟饰）。江郎行事拼命，千方百计博得集团头目信任。袁在追捕中与江相遇，眼看大难临头却发现江放他一马，原来另有内情。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193604720.jpg
2837,狂凶记,阿尔弗雷德·希区柯克,安东尼·沙弗尼,乔·芬奇  巴里·福斯特  芭芭拉·雷吉-亨特  安娜·玛西  亚历克·马克温,7.9,惊悚,犯罪,,英国,英语,1972,116,理查德是一名飞行员，退伍后，他在一家酒吧打工，认识了同事芭芭拉（安娜·玛西AnnaMassey饰）并与之相爱。性格粗暴的理查德同老板发生口角后被开除，身无分文的的只得投奔前妻布伦达（BarbaraLeigh-Hunt饰）。布伦达经营着一家婚姻介绍所，她友善的接待了理查德并偷偷的在他口袋里塞了一些钱。没想到几天后，布伦达在介绍所中被她与理查德共同的朋友鲍伯（巴里·福斯特BarryFoster饰）玷污并用领带勒死，原来鲍伯就是伦敦臭名昭著的领带勒杀狂魔。  布伦达死了，理查德成了最大的嫌疑人。为了将更大的罪嫌推到理查德身上，鲍伯又趁机杀死芭芭拉，一时间理查德成为了全城通缉的对象，最终落网。负责此案的奥克斯福德（埃里克·麦克文AlecMcCowen饰）觉得事有蹊跷，经过夫人的提点，他发现真正的罪犯已经露出了马脚。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1347641554.jpg
2838,迪丽丽的奇幻巴黎,米歇尔·欧斯洛,米歇尔·欧斯洛,普鲁内尔·查尔斯·安布隆  恩佐·拉齐托  纳塔莉·德赛  布鲁诺·帕维奥  杰里米·洛佩兹,7.9,动画,,,法国 ,法语,2019,94,十九世纪末正是巴黎的“美好年代”，新艺术百花齐放，新技术层出不穷，在这黄金盛世的背后却传出一连串女童被拐骗的声音，见义勇为的混血小公主迪丽丽和好友快递员踏上幻险旅程，穿梭于巴黎的各处名筑和大街小巷，拯救被困女童，途中邂逅居里夫人，毕加索，马蹄斯，罗特利特，莫奈，普鲁斯特，莎拉·波恩沙特，等众多时代天才名人，并得以慷慨相助。被誉为‘色彩魔术师’的法国动画大师米歇尔·欧斯洛继《叽里咕和女巫》、《夜的神话》、《王子与公主》等动画片大获成功之后，又一部经典之作问世。《迪丽丽的奇幻巴黎》勾勒了一幅绝美的巴黎风情画和群英谱。展示出现实题材和原创动画的可能性。本片《迪丽丽的奇幻巴黎》首次呈现真景与动漫结合的创作风格，实现了一场先锋动画革命。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575736329.jpg
2839,触不到的恋人,亚历杭德罗·阿格雷斯蒂,大卫·奥伯恩,基努·里维斯  桑德拉·布洛克  克里斯托弗·普卢默  艾邦·摩斯-巴克拉赫  维勒克·范阿梅尔罗伊,7.7,剧情,爱情,奇幻,美国 ,英语,2006,99,女医生凯特（桑德拉?布洛克饰）因为工作繁忙，搬离了郊外的河边小屋。临走时她在信箱里放了一封信，希望下一位住客能帮忙处理信件。不久，她来到了旧址，发现信箱里面有一封来自建筑师亚历克斯（基努?里维斯饰）的来信，信一封接着一封。原来他们所处的年代相差了两年，他们惊讶之余更乐于成为对方的笔友，他们在不同的空间里，一次又一次感受对方的存在。随着爱情的滋生，亚历克斯决定要见凯特一面，但他们都不知道这场跨越时空的恋爱，将会使他们经历何样的景况。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p696975196.jpg
2840,龙凤配,比利·怀德,比利·怀德,亨弗莱·鲍嘉  奥黛丽·赫本  威廉·霍尔登  沃尔特·汉普顿  约翰·威廉姆斯,7.7,剧情,喜剧,爱情,美国,英语 ,1954,113,萨宾娜（奥黛丽·赫本AudreyHepburn饰）出生在富有的拉若比庄园，但她并非千金贵族，而是该庄园一介小小司机的女儿。可悲的是，萨宾娜看上了庄园里风流成性的公子哥戴维（威廉·霍尔登WilliamHolden饰），而后者从来没有将她放在眼里。萨宾娜遵循父亲的旨意前往巴黎学习厨艺，在此期间，逐渐成熟起来的萨宾娜散发出了惊人的魅力。与此同时，为了促进家族企业的发展，戴维与伊丽莎白（玛莎·海尔MarthaHyer饰）的婚事正在如火如荼的进行中。就在这个节骨眼上，学有所成的萨宾娜回到了庄园，她的归来立刻吸引了戴维的眼球，两人不顾长辈的反对感情迅速升温。  为了维护弟弟的婚事，哥哥莱纳斯（亨弗莱·鲍嘉HumphreyBogart饰）决定主动接近萨宾娜，以此来削弱她对戴维的依恋。在相处中，莱纳斯和萨宾娜之间产生了异样的感情，戴维得知此事同莱纳斯大打出手，而萨宾娜也误以为莱纳斯的感情只是一个阴谋。伤心的她逃亡巴黎，不久之后，莱纳斯也踏上了追随她的路途。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1229587917.jpg
2841,失乐园,森田芳光,筒井智美,役所广司  黑木瞳  寺尾聪  柴俊夫  星野知子,7.4,剧情,爱情,情色,日本,日语,1997,119,久木祥一郎（役所广司饰）是一家出版社的高级编辑，妻子久木文枝（星野知子饰）做设计陶制品，已成年的女儿在医院工作，很少回家。祥一朗感到家庭生活乏味，夫妻间总是客客气气。  祥一郎有个情人，业余书法教师松原凛子（黑木瞳饰）。凛子气质高雅，是个聪慧女子。可惜嫁了个毫无情趣的医生丈夫松原晴彦。他冷冰冰的，导致二人婚姻空虚。一次他坚决地告诉凛子决不会和她离婚，他掌握有妻子偷情的证据，并揭发了事情。另一边文枝却默默承受，最终也只能离婚。冬季到来，祥一郎和凛子怎么才能永远的和对方长相厮守呢？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2157654546.jpg
2842,无所不能,桑吉·古普塔,Sanjay Masoom,赫里尼克·罗斯汉  亚米·高塔姆  洛尼特·罗伊  罗伊特·罗伊  纳任迪拉·吉哈,7.1,动作,悬疑,犯罪,印度,印地语,2019,133,罗汉是个盲人，但他对生活积极向上的态度让他跟平常人没什么两样。经人介绍，他认识了独立自信的盲人女孩苏皮莉亚。本来不想结婚的苏皮莉亚在罗汉的带领下慢慢意识到了幸福是存在的，现实生活中两个负也可以得正。  本应该“从此幸福生活在一起”的他们却在人生中遇到了最大的考验，第一次感觉到了自己是软弱的。  两人到底遇到了什么事？罗汉会不会证明自己的爱是强大的？反正我看完后又一次相信了爱情。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557589889.jpg
2843,古今大战秦俑情,程小东,李碧华,张艺谋  巩俐  于荣光  吴天明  陆树铭,6.9,爱情,奇幻,冒险,中国香港,粤语 ,1990,106,李碧华的妙笔在时空的流转下谱写出一段可歌可泣、跨越古今三代的传奇爱情。  公元前二百多年，秦始皇暴虐无道，民不聊生。方士徐福骗得始皇信任，征召众多童男童女东渡蓬莱寻取长生仙药。曾因搭救秦始皇而被封官赐剑的郎中令蒙天放（张艺谋饰）与应征少女韩冬儿（巩俐饰）一见钟情，偷尝禁果，以欺君之罪被赐死。行刑前，冬儿暗将徐福炼就的长生不老金丹送入蒙天放口中，自己投身窑炉，殉情而死。蒙天放则被泥封为俑，置于皇陵。  20世纪30年代，冬儿转世成为三流影星朱莉莉。剧组前往秦始皇陵附近拍摄电影。莉莉发现自己暗恋的大明星白云飞（于荣光饰）盗掘皇陵的勾当。白云飞为杀人灭口，驾机携莉莉飞入空中。莉莉误将仪表盘打破，随机栽入秦始皇陵，使沉睡地下两千年的蒙天放得以复苏，并与闯入墓中的白云飞等盗墓贼展开搏斗......,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2456463996.jpg
2844,72家租客,曾志伟,叶念琛,张学友  曾志伟  袁咏仪  黄宗泽  邓丽欣,6.6,喜剧,,,中国香港,粤语,,99,香港旺角的西洋菜街，商铺林立，游人络绎不绝。哈公（曾志伟饰）和石坚（张学友饰）的手机店隔街相望，两家为抢生意各出奇招，互不相让。其实二人多年前本为好友，当年二人智斗包租婆的故事至今仍传为佳话，结果最后却为争小桃红（袁咏仪饰）反目成仇。如今，已为哈嫂的小桃红和哈公相亲相爱，但在心底对曾经的好朋友石坚也仍关爱有加。两家的儿女们私下也有所往来，并逐渐互生好感。大业主租金要翻三倍，商户们为此伤透脑筋。频频有神秘人从高处扔硫酸水，生活在小街的人们陷入恐慌。为了维护生存的权益，为了还西洋菜街以安宁，商户们决定团结一致，共同捍为自己的家园……  本片由邵氏和TVB合作拍摄，因集结两岸三地的100多位明星参演，所以有港版《建国大业》之称。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p936338641.jpg
2845,永远的蝙蝠侠,乔·舒马赫,李·巴奇勒,方·基默  汤米·李·琼斯  金·凯瑞  妮可·基德曼  克里斯·奥唐纳,6.6,动作,科幻,,美国 ,英语,,121,高谭市的黑暗势力又开始蠢蠢欲动了，这次是毁了半边脸的“双面人”（汤米?李?琼斯TommyLeeJones饰）。一次，“双面人”袭击了马戏团，演员迪克（克里斯?奥唐纳ChrisO'Donnell饰）阻止了“双面人”的阴谋，家人却因此惨遭杀害。  布鲁斯（瓦尔?基尔默ValKilmer饰）收留了迪克，并说服了满腔仇恨的迪克留了下来。因研究计划被拒绝而仇视韦布斯的公司职员爱德华（金?凯瑞JimCarrey饰）成功研究出脑波吸收装置，化身成为“谜语侠”。  “双面人”和“谜语侠”联手破坏高谭市，并通过脑电波吸收装置大量吸收市民的脑电波。蝙蝠侠这次的对手强大得可怕，蝙蝠侠最终能否战胜罪恶？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2410156576.jpg
2846,熊出没之熊心归来,丁亮,徐芸,张伟  张秉君  谭笑  赵肖宇  万丹青,6.6,喜剧,动画,冒险,中国大陆,汉语普通话,2016,99,雨季降至，为了避免塌方，熊大（张伟配音）带领着动物们开始加固堤坝，然而，动物们对此很不上心，偷懒的偷懒，逃避的逃避，令熊大很是生气。一场意外中，泥石流袭来，熊大被冲走了，当它醒来之时，发现自己竟然身处一间马戏团之中。熊大利用自己的实力获得了留在马戏团里表演的资格，并且很快就成为了当红的动物明星。  随着时间的推移，被名声和荣誉冲昏了头脑的熊大渐渐忘记了想要回到森林之中的念头，他和马戏团团长黑猩猩亦产生了心心相惜的友谊。熊二（张秉君配音）找到了熊大，希望熊大能够跟它回家，因为森林里的动物们一个接着一个神秘失踪了，然而熊大却拒绝了熊二的请求，继续做着它的明星梦。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2303088664.jpg
2847,老千3：独眼杰克,权五光,许英万,朴正民  柳昇范  崔有华  禹贤  尹宰文,6.4,剧情,动作,,韩国,韩语,2019,139,神级老千异耳的儿子道日出（朴正民饰）结识了一只眼睛失明的神秘老千独眼（柳承范饰），从而进入了真正的高手世界。以独眼为首的众多技能派赌徒纷纷接到了能够改变命运的邀请牌“独眼杰克”，开始了一场生死赌博。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2565181699.jpg
2848,魔警,林超贤,吴炜伦,吴彦祖  张家辉  思漩  安志杰  廖启智,6,动作,悬疑,惊悚,中国香港 ,汉语普通话 ,2014,112,从警十七年之久的王伟业（吴彦祖饰），因为童年和家庭的原因，内心极度不安的他同时秉持着绝对的正义感，以致于其待人接物过程中矫枉过正，与同事交流多有不畅。在驻守急诊室的某个夜晚，伟业为某个急需稀有血型的重伤患者输血，谁知对方是作恶多端的银行抢劫团伙鬼王党的头目韩江（张家辉饰）。伟业因此受到同事的谴责，而不久后韩江还偷偷溜走，旋即率领同伙犯下滔天大案，伟业的同事更在交火中火焚而亡。人在做，天在看，彪悍跋扈的韩江也从没想过自己会被欲望无情吞噬。另一方面，伟业的精神状况愈加令人堪忧，他拒绝接受心理辅导，宛如鬼魅一般执着地追踪韩江的同伙。  他见证着背叛与杀戮，也坐视内心强大信念的轰然垮塌……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2177928873.jpg
2849,鸭王2,姜国民,,何浩文  林子善  文凯玲  钟采羲  梁焯满,4.4,剧情,情色,,中国香港,粤语,2016,96,"何巨峯(何浩文飾),一代鴨王,做過歌手、明星。現在很少人叫他做鴨王,多數叫他做峯哥,更收入室徒弟Dick(林子善飾)。在一次遊艇派對上,峯巧遇第一次參加的電視台三四線姐仔Monica(文凱玲Connie飾)。Monica突然家中有急事,要立刻回去,峯幫忙用水上電單車帶Monica回岸,Monica感激而且對峯有好印象。Monica回家後得知母親病情嚴重,需要一大筆錢做手術,只好聽從好姐妹Sushi(鍾采羲Iris飾)勸而處女下海。Monica第一個客人就是上次遊艇派對的搞手龍少(梁焯滿飾)。可惜Monica保守古老,龍少事後還唱衰Monica,令她沒有客路。Monica決定向鴨王拜師學做雞,更開始對峯動了真感情。但峯其實一直有一個秘密女伴Isabel(林莉嫻飾),峯是第一個令Isabel有高潮的男人。雖然互相愛著對方,但二人有協議,Isabel結婚後,不再往來。  Monica學滿師後接客,但心還是鍾情師父峯哥。Isabel婚禮當天,Monica主動和峯做愛,二人關系由師徒變情侶。另一邊,Monica好姐妹Sushi想和情人Dick買樓,決定接受變態富豪大Deal哥(何華超飾)和妻子Mona(梁敏儀飾)的4P聚會,卻雙雙被虐待致死。Monica與峯決定和二人報仇,Monica勾引大Deal哥,成功替二人報仇。峯決定放棄一切,與Monica到外國,不再回來這是非地。可惜Isabel的丈夫發現峯與Isabel的關系,在Monica幻想著與峯將會過著幸福日子時,峯卻處身危險之地...",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2300389727.jpg
2850,刺杀肯尼迪,奥利佛·斯通,奥利佛·斯通,凯文·科斯特纳  茜茜·斯派塞克  汤米·李·琼斯  乔·佩西  加里·奥德曼,8.8,剧情,悬疑,惊悚,美国 ,英语,,189,肯尼迪的遇刺成为了一桩美国历史上的悬案，电影重新审视了那一段历史，到底杀手是一个普通人，还是整个庞大的政治阴谋，真相和幻象，都在调查中渐渐露出端倪。  总统遇刺的两小时内，官方认定的凶手即被逮捕，他就是里·哈威·奥斯瓦多。然而巧合的是，在随后的一个小时，这个嫌疑犯却火速被一名流氓杀死。经过调查，官方还是认定里·哈威·奥斯瓦多为真凶。但是，三年后的一个美国地方检察官吉姆·加里森（凯文·科斯特纳KevinCostner饰），却发现肯尼迪中弹的蹊跷，从而推测当年官方的误判，接下来，他的侦查牵连着一个历史上的惊天阴谋。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2185846004.jpg
2851,双重赔偿,比利·怀德,比利·怀德,弗莱德·麦克莫瑞  芭芭拉·斯坦威克  爱德华·罗宾逊  波特·霍尔  福图尼奥·博纳诺瓦,8.5,惊悚,犯罪,黑色电影,美国,英语,1944,107,WalterNeff（弗莱德·麦克莫瑞FredMacMurray饰）是一个成功的保险代理人，他在夜里回到办公室，开始在一个录音机上诉说他的故事......  Neff为了取得Dietrichson先生的保险代理权，来到了他的家中，Dietrichson先生不在，Neff遇到了Dietrichson先生的新妻子PhyllisDietrichson（芭芭拉·斯坦威克BarbaraStanwyck饰）。美丽的Phyllis让Neff感到不自然，而她也开始说起她的丈夫的诸多不好之处。在第二次拜访中，Neff终于控制不住自己的欲望，愿意参与Phyllis的杀夫计划。Neff计划在Dietrichson先生坐火车的时候制造他失足摔下的假象，以骗取“双重保险”。一切进行的非常顺利，Dietrichson先生死掉了，Neff和Phyllis两人的爱情和金钱似乎都有了保障。然而，Neff的好友保险调查员BartonKeyes（爱德华·罗宾逊EdwardG.Robinson饰）却觉得事有蹊跷，开始调查整个事件......  本片改编自JamesM.Cain于1943年出版的同名小说，由导演比利·怀尔德和侦探小说作家雷蒙德·钱德勒共同编剧，获第17届奥斯卡最佳影片等7项提名。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675680930.jpg
2852,紫色,史蒂文·斯皮尔伯格,门诺·迈依杰斯,丹尼·格洛弗  乌比·戈德堡  玛格丽特·艾弗瑞  奥普拉·温弗瑞  威拉德·E·普,8.5,剧情,,,美国,英语,1985,154,故事发生在1909年的美国，西丽（乌比·戈德堡WhoopiGoldberg饰）和南蒂（阿科苏阿·巴西亚AkosuaBusia饰）是一对情同手足的姐妹，虽然作为黑人女性她们必须面对残酷的现实，但有了彼此的陪伴，尚可苦中作乐，直到西丽被迫嫁给了黑人男子亚伯特（丹尼·格洛弗DannyGlover饰）。亚伯特性格粗暴，对于他来说，西丽比一个女佣好不了多少，动辄拳打脚踢，他真心爱着的是一个远在他乡的叫做夏戈（玛格丽特·艾弗瑞MargaretAvery饰）的女演员。南蒂前来陪伴西丽，亚伯特却因强暴她未遂而将她赶出家门，这一别，西丽彻底的失去了南蒂的音讯。  在苦闷的生活中，女人们试图挣扎和抵抗，但最终无一例外的都屈服于歧视和强权之下，夏戈的到来改变了这一切，她独立坚强，从不因为自己女性的身份而有所畏惧，她的乐观给了西丽反抗的勇气，终于，她拿起行李离开了亚伯特，成立了自己的裁缝店，生意红火。而突然有一天，南蒂和自己幸福的家庭再一次出现在了西丽的眼前，出现在了那篇紫色的花海之中。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p880920404.jpg
2853,芭比之十二个跳舞的公主,Greg Richardson,Elana Lesser,盖博·考斯  恰拉·赞尼  彼特·科拉米斯  凯瑟琳·巴尔  凯瑟琳·欧哈拉,8.3,动画,,,美国,英语,,83,约瑟芬国王（ChristopherGaze配音）膝下有十二个如花似玉的女儿，在享受天伦之乐之余，国王开始担心起这十二个过分活泼好动的小公主的未来命运了。为了让公主们健康成长，国王找到了公爵夫人罗薇娜（凯瑟琳·欧·哈拉CatherineO'Hara配音），让她做她们的“教导老师”，希望这位真正的贵族淑女能够带领女孩们走上正途。  长久生活在宫廷之中，罗薇娜养成了严谨保守的个性，先不说她制定的那些严苛的规矩，光是不许在皇宫里跳舞这一条就足够让公主们头痛了。一次偶然中，公主们发现了一条隐秘的通道通往一块神奇的土地，在那里，她们可以肆意舞蹈。国王生病的消息传来，焦急的公主们表示绝不坐视不管，因为只有她们才能挽救她们的父亲。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2155079590.jpg
